;MB012;MB024;MB012_P;MB024_P;Sum_Einkauf;GENDERTYPEID;seg_kgm;score_kgm;alter_kl;ealter;synergie;syn012;old;sum
0;1;1;1.0;1.0;2052.26;1.0;4.0;54.32;75+       ;75+       ;2;0;1.0;1591933.63
1;1;1;1.0;1.0;1690.94;1.0;3.0;76.79;75+       ;75+       ;4;0;1.0;1591933.63
2;1;1;1.0;1.0;16678.85;1.0;4.0;49.12;75+       ;75+       ;3;1;1.0;1591933.63
3;1;1;1.0;1.0;4135.15;2.0;3.0;73.55;75+       ;75+       ;40;9;1.0;1591933.63
4;1;1;1.0;1.0;8324.2;1.0;2.0;86.84;75+       ;75+       ;35;5;1.0;1591933.63
5;1;1;1.0;1.0;3479.86;2.0;4.0;54.28;75+       ;75+       ;19;2;1.0;1591933.63
6;1;1;1.0;1.0;3954.35;1.0;4.0;53.99;75+       ;75+       ;13;0;1.0;1591933.63
7;1;1;1.0;1.0;2228.93;1.0;6.0;35.29;75+       ;75+       ;6;1;1.0;1591933.63
8;1;1;1.0;1.0;424.56;2.0;4.0;55.55;90-95     ;75+       ;3;1;1.0;1591933.63
9;1;1;1.0;1.0;1320.82;1.0;2.0;98.37;75+       ;75+       ;43;1;1.0;1591933.63
10;1;1;1.0;1.0;9876.66;1.0;5.0;48.02;75+       ;75+       ;10;1;1.0;1591933.63
11;1;1;1.0;1.0;1437.41;2.0;4.0;60.36;75+       ;75+       ;33;0;1.0;1591933.63
12;1;1;1.0;1.0;216.29;1.0;4.0;50.8;90-95     ;75+       ;8;1;1.0;1591933.63
13;1;1;1.0;1.0;1315.81;1.0;5.0;48.66;75+       ;75+       ;14;1;1.0;1591933.63
14;1;1;1.0;1.0;5147.01;1.0;3.0;66.67;75+       ;75+       ;8;1;1.0;1591933.63
15;1;1;1.0;1.0;4081.59;1.0;4.0;56.06;75+       ;75+       ;27;4;1.0;1591933.63
16;1;1;1.0;1.0;5620.01;1.0;2.0;92.23;75+       ;75+       ;11;3;1.0;1591933.63
17;1;1;1.0;1.0;4057.89;2.0;2.0;83.73;75+       ;75+       ;33;0;1.0;1591933.63
18;1;1;1.0;1.0;472.78;2.0;4.0;62.17;75+       ;75+       ;2;0;1.0;1591933.63
19;1;1;1.0;1.0;5309.52;2.0;4.0;50.2;75+       ;75+       ;25;3;1.0;1591933.63
20;1;1;1.0;1.0;49927.66;2.0;1.0;100.0;90-95     ;75+       ;33;0;1.0;1591933.63
21;1;1;1.0;1.0;14664.06;1.0;3.0;63.25;75+       ;75+       ;8;2;1.0;1591933.63
22;1;1;1.0;1.0;3756.07;1.0;3.0;79.2;75+       ;75+       ;29;2;1.0;1591933.63
23;1;1;1.0;1.0;4091.5;1.0;4.0;55.74;90-95     ;75+       ;12;0;1.0;1591933.63
24;1;1;1.0;1.0;15070.75;1.0;4.0;50.7;90-95     ;75+       ;23;5;1.0;1591933.63
25;1;1;1.0;1.0;6325.03;1.0;4.0;54.14;75+       ;75+       ;3;0;1.0;1591933.63
26;1;1;1.0;1.0;17985.05;2.0;4.0;57.96;75+       ;75+       ;3;0;1.0;1591933.63
27;1;1;1.0;1.0;21985.16;1.0;3.0;70.0;75+       ;75+       ;10;0;1.0;1591933.63
28;1;1;1.0;1.0;3757.61;2.0;3.0;65.94;75+       ;75+       ;2;0;1.0;1591933.63
29;1;1;1.0;1.0;2196.94;1.0;2.0;85.08;75+       ;75+       ;4;0;1.0;1591933.63
30;1;1;1.0;1.0;2848.04;1.0;1.0;100.0;75+       ;75+       ;22;2;1.0;1591933.63
31;1;1;1.0;1.0;14382.19;1.0;5.0;47.53;75+       ;75+       ;12;0;1.0;1591933.63
32;1;1;1.0;1.0;713.9881;2.0;4.0;55.96;75+       ;75+       ;5;0;1.0;1591933.63
33;1;1;1.0;1.0;402.75;2.0;3.0;78.86;75+       ;75+       ;12;0;1.0;1591933.63
34;1;1;1.0;1.0;5734.33;2.0;3.0;70.81;75+       ;75+       ;16;2;1.0;1591933.63
35;1;1;1.0;1.0;1137.2;1.0;3.0;70.33;75+       ;75+       ;1;1;1.0;1591933.63
36;1;1;1.0;1.0;860.58;2.0;3.0;74.62;75+       ;75+       ;28;1;1.0;1591933.63
37;1;1;1.0;1.0;14951.77;1.0;1.0;100.0;75+       ;75+       ;30;4;1.0;1591933.63
38;1;1;1.0;1.0;11592.76;1.0;2.0;89.18;75+       ;75+       ;124;4;1.0;1591933.63
39;1;1;1.0;1.0;10086.82;1.0;4.0;55.69;75+       ;75+       ;54;1;1.0;1591933.63
40;1;1;1.0;1.0;2036.53;2.0;4.0;52.25;75+       ;75+       ;12;2;1.0;1591933.63
41;1;1;1.0;1.0;6738.23;2.0;2.0;87.44;75+       ;75+       ;28;0;1.0;1591933.63
42;1;1;1.0;1.0;1464.18;1.0;2.0;81.72;75+       ;75+       ;13;1;1.0;1591933.63
43;1;1;1.0;1.0;2877.54;2.0;2.0;82.78;75+       ;75+       ;28;0;1.0;1591933.63
44;1;1;1.0;1.0;1680.12;2.0;3.0;78.93;75+       ;75+       ;14;2;1.0;1591933.63
45;1;1;1.0;1.0;3553.19;2.0;2.0;91.29;75+       ;75+       ;30;4;1.0;1591933.63
46;1;1;1.0;1.0;4068.0;1.0;4.0;50.97;75+       ;75+       ;8;0;1.0;1591933.63
47;1;1;1.0;1.0;6010.72;1.0;4.0;62.38;75+       ;75+       ;3;1;1.0;1591933.63
48;1;1;1.0;1.0;3274.95;2.0;5.0;46.57;75+       ;75+       ;3;1;1.0;1591933.63
49;1;1;1.0;1.0;11027.09;2.0;4.0;51.02;75+       ;75+       ;42;7;1.0;1591933.63
50;1;1;1.0;1.0;3973.25;1.0;2.0;81.94;90-95     ;75+       ;2;0;1.0;1591933.63
51;1;1;1.0;1.0;3188.6;1.0;1.0;100.0;75+       ;75+       ;17;3;1.0;1591933.63
52;1;1;1.0;1.0;868.51;2.0;3.0;64.53;75+       ;75+       ;11;0;1.0;1591933.63
53;1;1;1.0;1.0;1036.96;2.0;4.0;61.18;90-95     ;75+       ;6;2;1.0;1591933.63
54;1;1;1.0;1.0;31485.98;1.0;3.0;68.56;75+       ;75+       ;14;0;1.0;1591933.63
55;1;1;1.0;1.0;1725.34;2.0;4.0;59.31;75+       ;75+       ;14;0;1.0;1591933.63
56;1;1;1.0;1.0;4761.28;1.0;3.0;76.33;75+       ;75+       ;30;6;1.0;1591933.63
57;1;1;1.0;1.0;1466.71;1.0;4.0;59.13;75+       ;75+       ;25;3;1.0;1591933.63
58;1;1;1.0;1.0;5388.03;2.0;4.0;53.32;90-95     ;75+       ;4;0;1.0;1591933.63
59;1;1;1.0;1.0;12961.87;1.0;4.0;62.69;75+       ;75+       ;3;0;1.0;1591933.63
60;1;1;1.0;1.0;21404.46;2.0;3.0;63.12;75+       ;75+       ;13;12;1.0;1591933.63
61;1;1;1.0;1.0;2190.11;2.0;4.0;50.47;75+       ;75+       ;3;0;1.0;1591933.63
62;1;1;1.0;1.0;21181.4;1.0;5.0;45.82;75+       ;75+       ;51;6;1.0;1591933.63
63;1;1;1.0;1.0;14550.61;2.0;1.0;100.0;75+       ;75+       ;53;0;1.0;1591933.63
64;1;1;1.0;1.0;3130.52;2.0;2.0;83.11;75+       ;75+       ;23;0;1.0;1591933.63
65;1;1;1.0;1.0;3475.52;2.0;1.0;100.0;75+       ;75+       ;70;8;1.0;1591933.63
66;1;1;1.0;1.0;4864.8;2.0;4.0;52.8;90-95     ;75+       ;39;6;1.0;1591933.63
67;1;1;1.0;1.0;3497.08;2.0;2.0;88.89;75+       ;75+       ;37;1;1.0;1591933.63
68;1;1;1.0;1.0;1550.66;2.0;4.0;61.62;75+       ;75+       ;2;0;1.0;1591933.63
69;1;1;1.0;1.0;808.41;2.0;3.0;74.51;75+       ;75+       ;11;1;1.0;1591933.63
70;1;1;1.0;1.0;3958.25;1.0;3.0;70.68;75+       ;75+       ;6;2;1.0;1591933.63
71;1;1;1.0;1.0;2906.12;1.0;3.0;65.58;75+       ;75+       ;36;2;1.0;1591933.63
72;1;1;1.0;1.0;2899.01;2.0;4.0;61.83;75+       ;75+       ;11;4;1.0;1591933.63
73;1;1;1.0;1.0;4829.09;1.0;3.0;79.29;75+       ;75+       ;57;0;1.0;1591933.63
74;1;1;1.0;1.0;2164.27;2.0;4.0;49.15;75+       ;75+       ;4;1;1.0;1591933.63
75;1;1;1.0;1.0;2234.06;2.0;4.0;51.85;75+       ;75+       ;2;0;1.0;1591933.63
76;1;1;1.0;1.0;5019.15;2.0;2.0;84.14;75+       ;75+       ;9;0;1.0;1591933.63
77;1;1;1.0;1.0;4075.77;1.0;2.0;80.12;75+       ;75+       ;2;3;1.0;1591933.63
78;1;1;1.0;1.0;2062.47;2.0;3.0;74.65;75+       ;75+       ;5;1;1.0;1591933.63
79;1;1;1.0;1.0;5057.09;1.0;4.0;51.73;75+       ;75+       ;27;4;1.0;1591933.63
80;1;1;1.0;1.0;11759.07;2.0;5.0;46.37;90-95     ;75+       ;49;1;1.0;1591933.63
81;1;1;1.0;1.0;7965.58;1.0;3.0;72.14;75+       ;75+       ;5;0;1.0;1591933.63
82;1;1;1.0;1.0;9318.64;1.0;3.0;76.71;75+       ;75+       ;3;1;1.0;1591933.63
83;1;1;1.0;1.0;920.57;1.0;5.0;37.9;75+       ;75+       ;1;0;1.0;1591933.63
84;1;1;1.0;1.0;2155.93;1.0;4.0;50.2;75+       ;75+       ;12;2;1.0;1591933.63
85;1;1;1.0;1.0;2285.18;1.0;1.0;100.0;75+       ;75+       ;29;1;1.0;1591933.63
86;1;1;1.0;1.0;1137.9;1.0;4.0;61.28;75+       ;75+       ;9;7;1.0;1591933.63
87;1;1;1.0;1.0;5022.83;1.0;2.0;82.24;75+       ;75+       ;25;4;1.0;1591933.63
88;1;1;1.0;1.0;3817.42;2.0;4.0;60.03;75+       ;75+       ;28;0;1.0;1591933.63
89;1;1;1.0;1.0;1473.44;1.0;5.0;47.1;75+       ;75+       ;5;1;1.0;1591933.63
90;1;1;1.0;1.0;3298.79;1.0;4.0;57.36;75+       ;75+       ;8;0;1.0;1591933.63
91;1;1;1.0;1.0;2444.68;2.0;2.0;92.7;75+       ;75+       ;27;0;1.0;1591933.63
92;1;1;1.0;1.0;6717.1845;2.0;1.0;100.0;75+       ;75+       ;25;1;1.0;1591933.63
93;1;1;1.0;1.0;1181.91;1.0;2.0;82.98;75+       ;75+       ;1;2;1.0;1591933.63
94;1;1;1.0;1.0;1247.83;2.0;1.0;100.0;90-95     ;75+       ;13;0;1.0;1591933.63
95;1;1;1.0;1.0;6529.58;2.0;1.0;100.0;75+       ;75+       ;77;4;1.0;1591933.63
96;1;1;1.0;1.0;637.56;2.0;4.0;63.05;75+       ;75+       ;4;2;1.0;1591933.63
97;1;1;1.0;1.0;6527.26;2.0;4.0;60.84;75+       ;75+       ;27;0;1.0;1591933.63
98;1;1;1.0;1.0;15846.75;1.0;4.0;50.08;90-95     ;75+       ;1;0;1.0;1591933.63
99;1;1;1.0;1.0;7319.67;2.0;4.0;57.14;75+       ;75+       ;30;1;1.0;1591933.63
100;1;1;1.0;1.0;2059.86;2.0;2.0;88.04;75+       ;75+       ;2;0;1.0;1591933.63
101;1;1;1.0;1.0;3713.63;1.0;3.0;69.19;90-95     ;75+       ;5;0;1.0;1591933.63
102;1;1;1.0;1.0;4200.69;1.0;1.0;100.0;90-95     ;75+       ;2;2;1.0;1591933.63
103;1;1;1.0;1.0;3545.7;2.0;3.0;74.9;75+       ;75+       ;5;0;1.0;1591933.63
104;1;1;1.0;1.0;749.49;1.0;4.0;54.02;75+       ;75+       ;4;1;1.0;1591933.63
105;1;1;1.0;1.0;5069.51;2.0;3.0;71.47;90-95     ;75+       ;13;0;1.0;1591933.63
106;1;1;1.0;1.0;5153.39;2.0;6.0;36.15;75+       ;75+       ;4;1;1.0;1591933.63
107;1;1;1.0;1.0;11178.178;2.0;1.0;100.0;90-95     ;75+       ;9;2;1.0;1591933.63
108;1;1;1.0;1.0;8420.02;2.0;3.0;69.65;75+       ;75+       ;129;0;1.0;1591933.63
109;1;1;1.0;1.0;980.93;2.0;5.0;48.64;75+       ;75+       ;6;1;1.0;1591933.63
110;1;1;1.0;1.0;7580.32;1.0;3.0;72.91;75+       ;75+       ;4;1;1.0;1591933.63
111;1;1;1.0;1.0;2023.63;2.0;3.0;63.27;75+       ;75+       ;11;3;1.0;1591933.63
112;1;1;1.0;1.0;3926.99;1.0;2.0;82.8;75+       ;75+       ;5;0;1.0;1591933.63
113;1;1;1.0;1.0;417.6;2.0;2.0;83.39;75+       ;75+       ;11;0;1.0;1591933.63
114;1;1;1.0;1.0;1814.89;2.0;4.0;62.08;75+       ;75+       ;18;4;1.0;1591933.63
115;1;1;1.0;1.0;435.75;2.0;3.0;65.8;75+       ;75+       ;4;0;1.0;1591933.63
116;1;1;1.0;1.0;2090.45;2.0;3.0;79.51;75+       ;75+       ;4;2;1.0;1591933.63
117;1;1;1.0;1.0;3236.41;1.0;4.0;52.36;75+       ;75+       ;15;0;1.0;1591933.63
118;1;1;1.0;1.0;840.58;1.0;4.0;57.6;75+       ;75+       ;3;1;1.0;1591933.63
119;1;1;1.0;1.0;3025.69;2.0;4.0;62.62;75+       ;75+       ;24;8;1.0;1591933.63
120;1;1;1.0;1.0;1813.83;1.0;4.0;60.83;75+       ;75+       ;3;0;1.0;1591933.63
121;1;1;1.0;1.0;3263.41;1.0;3.0;77.48;75+       ;75+       ;8;2;1.0;1591933.63
122;1;1;1.0;1.0;11989.17;1.0;1.0;100.0;75+       ;75+       ;20;1;1.0;1591933.63
123;1;1;1.0;1.0;1203.46;1.0;3.0;79.68;75+       ;75+       ;8;1;1.0;1591933.63
124;1;1;1.0;1.0;456.89;1.0;4.0;50.21;75+       ;75+       ;9;0;1.0;1591933.63
125;1;1;1.0;1.0;2672.36;1.0;4.0;56.48;75+       ;75+       ;4;0;1.0;1591933.63
126;1;1;1.0;1.0;2676.06;1.0;2.0;87.86;75+       ;75+       ;22;5;1.0;1591933.63
127;1;1;1.0;1.0;705.24;1.0;4.0;58.04;75+       ;75+       ;4;1;1.0;1591933.63
128;1;1;1.0;1.0;3521.34;2.0;3.0;79.21;75+       ;75+       ;18;1;1.0;1591933.63
129;1;1;1.0;1.0;16493.01;1.0;4.0;56.94;75+       ;75+       ;6;0;1.0;1591933.63
130;1;1;1.0;1.0;2848.31;2.0;1.0;100.0;75+       ;75+       ;7;0;1.0;1591933.63
131;1;1;1.0;1.0;1487.89;1.0;1.0;100.0;75+       ;75+       ;24;4;1.0;1591933.63
132;1;1;1.0;1.0;2491.9;2.0;2.0;93.82;75+       ;75+       ;16;0;1.0;1591933.63
133;1;1;1.0;1.0;4561.69;2.0;4.0;50.94;75+       ;75+       ;8;1;1.0;1591933.63
134;1;1;1.0;1.0;1474.45;1.0;3.0;71.71;90-95     ;75+       ;90;0;1.0;1591933.63
135;1;1;1.0;1.0;1881.64;1.0;2.0;86.49;75+       ;75+       ;4;2;1.0;1591933.63
136;1;1;1.0;1.0;1175.26;1.0;4.0;54.46;75+       ;75+       ;2;0;1.0;1591933.63
137;1;1;1.0;1.0;6774.68;2.0;4.0;62.42;75+       ;75+       ;12;0;1.0;1591933.63
138;1;1;1.0;1.0;3352.41;1.0;3.0;66.66;90-95     ;75+       ;7;0;1.0;1591933.63
139;1;1;1.0;1.0;6733.98;2.0;3.0;76.53;75+       ;75+       ;46;4;1.0;1591933.63
140;1;1;1.0;1.0;4793.76;2.0;4.0;55.5;75+       ;75+       ;60;1;1.0;1591933.63
141;1;1;1.0;1.0;1618.02;2.0;4.0;57.51;75+       ;75+       ;7;1;1.0;1591933.63
142;1;1;1.0;1.0;1257.95;2.0;2.0;84.96;75+       ;75+       ;8;1;1.0;1591933.63
143;1;1;1.0;1.0;1469.87;2.0;4.0;49.8;75+       ;75+       ;16;0;1.0;1591933.63
144;1;1;1.0;1.0;966.35;2.0;3.0;65.84;75+       ;75+       ;3;0;1.0;1591933.63
145;1;1;1.0;1.0;42989.35;1.0;2.0;95.08;75+       ;75+       ;22;4;1.0;1591933.63
146;1;1;1.0;1.0;439.08;1.0;5.0;48.8;75+       ;75+       ;2;0;1.0;1591933.63
147;1;1;1.0;1.0;4411.39;2.0;2.0;93.48;90-95     ;75+       ;33;3;1.0;1591933.63
148;1;1;1.0;1.0;12977.57;1.0;4.0;49.4;75+       ;75+       ;4;0;1.0;1591933.63
149;1;1;1.0;1.0;1568.7;1.0;1.0;100.0;75+       ;75+       ;13;0;1.0;1591933.63
150;1;1;1.0;1.0;12355.48;1.0;4.0;61.22;90-95     ;75+       ;6;0;1.0;1591933.63
151;1;1;1.0;1.0;2604.73;2.0;5.0;48.63;75+       ;75+       ;4;0;1.0;1591933.63
152;1;1;1.0;1.0;3640.92;1.0;3.0;65.09;75+       ;75+       ;3;0;1.0;1591933.63
153;1;1;1.0;1.0;735.57;1.0;1.0;100.0;75+       ;75+       ;22;0;1.0;1591933.63
154;1;1;1.0;1.0;5171.93;2.0;2.0;83.41;75+       ;75+       ;7;0;1.0;1591933.63
155;1;1;1.0;1.0;4112.88;1.0;4.0;50.97;75+       ;75+       ;12;1;1.0;1591933.63
156;1;1;1.0;1.0;5233.09;1.0;4.0;62.93;75+       ;75+       ;27;0;1.0;1591933.63
157;1;1;1.0;1.0;2203.66;1.0;4.0;49.49;75+       ;75+       ;6;2;1.0;1591933.63
158;1;1;1.0;1.0;1743.1;2.0;2.0;83.26;75+       ;75+       ;21;5;1.0;1591933.63
159;1;1;1.0;1.0;2343.87;2.0;4.0;49.54;75+       ;75+       ;6;2;1.0;1591933.63
160;1;1;1.0;1.0;4940.57;1.0;3.0;78.04;75+       ;75+       ;11;3;1.0;1591933.63
161;1;1;1.0;1.0;4032.22;2.0;3.0;71.21;90-95     ;75+       ;5;0;1.0;1591933.63
162;1;1;1.0;1.0;5872.31;1.0;3.0;75.05;75+       ;75+       ;5;3;1.0;1591933.63
163;1;1;1.0;1.0;940.08;2.0;3.0;72.69;75+       ;75+       ;13;2;1.0;1591933.63
164;1;1;1.0;1.0;816.57;1.0;4.0;52.88;75+       ;75+       ;4;0;1.0;1591933.63
165;1;1;1.0;1.0;4007.74;2.0;3.0;63.12;75+       ;75+       ;32;2;1.0;1591933.63
166;1;1;1.0;1.0;1759.11;1.0;3.0;63.45;75+       ;75+       ;11;5;1.0;1591933.63
167;1;1;1.0;1.0;6392.24;1.0;4.0;61.41;75+       ;75+       ;17;8;1.0;1591933.63
168;1;1;1.0;1.0;3561.23;2.0;4.0;61.11;75+       ;75+       ;8;0;1.0;1591933.63
169;1;1;1.0;1.0;495.68;2.0;2.0;81.2;75+       ;75+       ;8;1;1.0;1591933.63
170;1;1;1.0;1.0;34385.13;1.0;3.0;65.98;75+       ;75+       ;7;1;1.0;1591933.63
171;1;1;1.0;1.0;2822.13;2.0;3.0;68.43;75+       ;75+       ;2;0;1.0;1591933.63
172;1;1;1.0;1.0;15114.18;2.0;3.0;70.56;90-95     ;75+       ;23;1;1.0;1591933.63
173;1;1;1.0;1.0;2349.32;1.0;4.0;51.72;75+       ;75+       ;13;5;1.0;1591933.63
174;1;1;1.0;1.0;5300.64;2.0;4.0;49.24;75+       ;75+       ;31;0;1.0;1591933.63
175;1;1;1.0;1.0;1363.85;2.0;1.0;100.0;90-95     ;75+       ;18;2;1.0;1591933.63
176;1;1;1.0;1.0;6745.69;2.0;2.0;90.95;90-95     ;75+       ;8;2;1.0;1591933.63
177;1;1;1.0;1.0;1657.83;2.0;3.0;67.05;75+       ;75+       ;2;2;1.0;1591933.63
178;1;1;1.0;1.0;5020.64;1.0;4.0;57.56;75+       ;75+       ;10;1;1.0;1591933.63
179;1;1;1.0;1.0;3253.16;1.0;4.0;51.4;75+       ;75+       ;26;4;1.0;1591933.63
180;1;1;1.0;1.0;4258.65;1.0;3.0;66.14;90-95     ;75+       ;11;3;1.0;1591933.63
181;1;1;1.0;1.0;3071.81;1.0;4.0;50.64;75+       ;75+       ;8;1;1.0;1591933.63
182;1;1;1.0;1.0;5235.81;1.0;3.0;69.8;75+       ;75+       ;7;0;1.0;1591933.63
183;1;1;1.0;1.0;2783.48;2.0;3.0;72.75;75+       ;75+       ;1;1;1.0;1591933.63
184;1;1;1.0;1.0;2805.37;1.0;2.0;81.96;75+       ;75+       ;7;2;1.0;1591933.63
185;1;1;1.0;1.0;302.49;2.0;2.0;83.5;75+       ;75+       ;14;0;1.0;1591933.63
186;1;1;1.0;1.0;1447.05;2.0;4.0;62.43;75+       ;75+       ;6;0;1.0;1591933.63
187;1;1;1.0;1.0;3524.35;2.0;4.0;49.39;75+       ;75+       ;2;0;1.0;1591933.63
188;1;1;1.0;1.0;20019.12;1.0;1.0;100.0;90-95     ;75+       ;36;1;1.0;1591933.63
189;1;1;1.0;1.0;804.92;1.0;5.0;48.55;75+       ;75+       ;1;1;1.0;1591933.63
190;1;1;1.0;1.0;7246.56;1.0;2.0;92.66;75+       ;75+       ;13;1;1.0;1591933.63
191;1;1;1.0;1.0;8125.75;1.0;3.0;69.06;75+       ;75+       ;5;1;1.0;1591933.63
192;1;1;1.0;1.0;1039.92;2.0;4.0;49.95;75+       ;75+       ;3;0;1.0;1591933.63
193;1;1;1.0;1.0;3165.37;1.0;5.0;48.53;75+       ;75+       ;8;0;1.0;1591933.63
194;1;1;1.0;1.0;2130.73;1.0;3.0;68.37;75+       ;75+       ;20;4;1.0;1591933.63
195;1;1;1.0;1.0;866.77;1.0;5.0;47.11;75+       ;75+       ;15;2;1.0;1591933.63
196;1;1;1.0;1.0;17933.51;2.0;3.0;66.72;90-95     ;75+       ;14;0;1.0;1591933.63
197;1;1;1.0;1.0;1439.55;2.0;3.0;68.37;90-95     ;75+       ;5;0;1.0;1591933.63
198;1;1;1.0;1.0;2141.57;2.0;3.0;63.43;75+       ;75+       ;1;0;1.0;1591933.63
199;1;1;1.0;1.0;8505.98;1.0;2.0;83.23;75+       ;75+       ;4;0;1.0;1591933.63
200;1;1;1.0;1.0;5196.09;1.0;4.0;51.19;75+       ;75+       ;8;1;1.0;1591933.63
201;1;1;1.0;1.0;8998.19;1.0;4.0;62.33;75+       ;75+       ;14;0;1.0;1591933.63
202;1;1;1.0;1.0;1172.16;2.0;2.0;83.6;75+       ;75+       ;29;2;1.0;1591933.63
203;1;1;1.0;1.0;72146.84;1.0;3.0;74.75;90-95     ;75+       ;34;0;1.0;1591933.63
204;1;1;1.0;1.0;25003.37;1.0;5.0;47.5;75+       ;75+       ;22;0;1.0;1591933.63
205;1;1;1.0;1.0;15866.95;1.0;1.0;100.0;90-95     ;75+       ;5;1;1.0;1591933.63
206;1;1;1.0;1.0;3858.74;1.0;4.0;53.87;75+       ;75+       ;23;2;1.0;1591933.63
207;1;1;1.0;1.0;5944.2958;2.0;4.0;51.05;75+       ;75+       ;8;0;1.0;1591933.63
208;1;1;1.0;1.0;5339.54;1.0;4.0;53.07;90-95     ;75+       ;2;0;1.0;1591933.63
209;1;1;1.0;1.0;2736.66;1.0;4.0;50.94;75+       ;75+       ;2;0;1.0;1591933.63
210;1;1;1.0;1.0;2425.55;2.0;4.0;54.18;75+       ;75+       ;9;0;1.0;1591933.63
211;1;1;1.0;1.0;3046.99;1.0;3.0;73.67;90-95     ;75+       ;13;0;1.0;1591933.63
212;1;1;1.0;1.0;9673.76;2.0;2.0;89.04;75+       ;75+       ;44;7;1.0;1591933.63
213;1;1;1.0;1.0;7784.24;2.0;4.0;62.6;75+       ;75+       ;30;2;1.0;1591933.63
214;1;1;1.0;1.0;9761.42;2.0;5.0;48.1;75+       ;75+       ;39;0;1.0;1591933.63
215;1;1;1.0;1.0;199.13;2.0;2.0;84.45;75+       ;75+       ;13;1;1.0;1591933.63
216;1;1;1.0;1.0;1274.58;2.0;4.0;59.79;75+       ;75+       ;3;0;1.0;1591933.63
217;1;1;1.0;1.0;2343.84;2.0;3.0;76.37;75+       ;75+       ;5;0;1.0;1591933.63
218;1;1;1.0;1.0;5539.23;2.0;4.0;55.64;75+       ;75+       ;43;4;1.0;1591933.63
219;1;1;1.0;1.0;7025.15;1.0;4.0;59.38;75+       ;75+       ;4;1;1.0;1591933.63
220;1;1;1.0;1.0;4705.36;1.0;2.0;89.93;75+       ;75+       ;17;1;1.0;1591933.63
221;1;1;1.0;1.0;5522.95;2.0;4.0;60.77;75+       ;75+       ;6;0;1.0;1591933.63
222;1;1;1.0;1.0;8037.72;1.0;4.0;58.48;75+       ;75+       ;8;4;1.0;1591933.63
223;1;1;1.0;1.0;4770.2;2.0;4.0;55.33;75+       ;75+       ;24;0;1.0;1591933.63
224;1;1;1.0;1.0;3260.34;1.0;1.0;100.0;75+       ;75+       ;12;0;1.0;1591933.63
225;1;1;1.0;1.0;4422.93;2.0;3.0;68.22;75+       ;75+       ;2;1;1.0;1591933.63
226;1;1;1.0;1.0;4880.28;1.0;3.0;73.05;75+       ;75+       ;16;0;1.0;1591933.63
227;1;1;1.0;1.0;8277.58;2.0;1.0;100.0;75+       ;75+       ;27;0;1.0;1591933.63
228;1;1;1.0;1.0;4511.99;1.0;1.0;100.0;75+       ;75+       ;19;7;1.0;1591933.63
229;1;1;1.0;1.0;299.46;2.0;5.0;42.17;75+       ;75+       ;3;1;1.0;1591933.63
230;1;1;1.0;1.0;1690.98;2.0;2.0;91.29;75+       ;75+       ;9;1;1.0;1591933.63
231;1;1;1.0;1.0;399.8;1.0;1.0;100.0;75+       ;75+       ;16;0;1.0;1591933.63
232;1;1;1.0;1.0;1578.71;2.0;3.0;77.42;75+       ;75+       ;40;4;1.0;1591933.63
233;1;1;1.0;1.0;267.76;1.0;3.0;71.57;90-95     ;75+       ;4;0;1.0;1591933.63
234;1;1;1.0;1.0;1627.31;2.0;3.0;76.76;75+       ;75+       ;18;2;1.0;1591933.63
235;1;1;1.0;1.0;8906.2;2.0;1.0;100.0;90-95     ;75+       ;63;10;1.0;1591933.63
236;1;1;1.0;1.0;1746.0;1.0;3.0;76.13;75+       ;75+       ;16;2;1.0;1591933.63
237;1;1;1.0;1.0;407.64;1.0;4.0;58.4;75+       ;75+       ;7;0;1.0;1591933.63
238;1;1;1.0;1.0;2780.69;1.0;4.0;52.5;75+       ;75+       ;4;1;1.0;1591933.63
239;1;1;1.0;1.0;3199.66;1.0;2.0;92.1;75+       ;75+       ;15;2;1.0;1591933.63
240;1;1;1.0;1.0;2871.24;1.0;4.0;52.03;75+       ;75+       ;5;1;1.0;1591933.63
241;1;1;1.0;1.0;15370.48;2.0;3.0;73.5;90-95     ;75+       ;106;5;1.0;1591933.63
242;1;1;1.0;1.0;6583.04;2.0;4.0;60.38;75+       ;75+       ;34;9;1.0;1591933.63
243;1;1;1.0;1.0;3090.28;2.0;4.0;59.4;90-95     ;75+       ;27;7;1.0;1591933.63
244;1;1;1.0;1.0;756.86;1.0;3.0;74.07;90-95     ;75+       ;1;7;1.0;1591933.63
245;1;1;1.0;1.0;5213.92;2.0;2.0;94.04;90-95     ;75+       ;55;0;1.0;1591933.63
246;1;1;1.0;1.0;702.74;1.0;4.0;55.97;75+       ;75+       ;5;3;1.0;1591933.63
247;1;1;1.0;1.0;1771.8674;2.0;3.0;79.51;75+       ;75+       ;9;1;1.0;1591933.63
248;1;1;1.0;1.0;1795.29;2.0;2.0;81.32;75+       ;75+       ;13;3;1.0;1591933.63
249;1;1;1.0;1.0;15285.6192;2.0;4.0;57.73;75+       ;75+       ;1;2;1.0;1591933.63
250;1;1;1.0;1.0;23082.68;2.0;2.0;89.34;90-95     ;75+       ;60;16;1.0;1591933.63
251;1;1;1.0;1.0;7014.21;1.0;5.0;47.7;75+       ;75+       ;2;0;1.0;1591933.63
